"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Configure leave period to start on January 1st.

Scenario:
    Given I am on the Leave Period configuration page
    When I select ""January"" as start month
    And I select ""01"" as start date
    Then the end date should be ""December 31""
    When I save the configuration
    Then I should see a success message

This is the most common leave period configuration (calendar year).
","0","test_configure_leave_period_january_first[webkit]","tests","Wed Oct 29 00:16:29 UTC 2025","broken","Wed Oct 29 00:16:29 UTC 2025","TestLeavePeriodHappyPath","test_leave_period","",""
"
Smoke test: Round-trip navigation works.

Critical test to ensure users can navigate away and return.
","2585","test_smoke_round_trip_navigation[chromium]","tests","Wed Oct 29 00:16:25 UTC 2025","passed","Wed Oct 29 00:16:28 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Smoke test: Round-trip navigation works.

Critical test to ensure users can navigate away and return.
","0","test_smoke_round_trip_navigation[webkit]","tests","Wed Oct 29 00:16:29 UTC 2025","broken","Wed Oct 29 00:16:29 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Smoke test: Verify user dropdown is accessible.

Critical test to ensure users can access account options.
","0","test_smoke_user_dropdown_accessible[webkit]","tests","Wed Oct 29 00:16:30 UTC 2025","broken","Wed Oct 29 00:16:30 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Smoke test: Verify Leave Period page loads successfully.

Critical test to ensure the page is accessible and displays
all essential elements.
","0","test_smoke_leave_period_page_loads[firefox]","tests","Wed Oct 29 00:16:29 UTC 2025","broken","Wed Oct 29 00:16:29 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Smoke test: Verify logout works.

Critical test to ensure users can log out of the application.
","0","test_smoke_logout_works[firefox]","tests","Wed Oct 29 00:16:29 UTC 2025","broken","Wed Oct 29 00:16:29 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
"
Smoke test: Round-trip navigation works.

Critical test to ensure users can navigate away and return.
","0","test_smoke_round_trip_navigation[firefox]","tests","Wed Oct 29 00:16:29 UTC 2025","broken","Wed Oct 29 00:16:29 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Smoke test: Verify basic configure and save workflow.

Critical end-to-end test for the primary use case.
","0","test_smoke_configure_and_save[webkit]","tests","Wed Oct 29 00:16:29 UTC 2025","broken","Wed Oct 29 00:16:29 UTC 2025","TestLeavePeriodSmoke","test_leave_period","",""
"
Smoke test: Navigation header persists across modules.

Critical test to ensure navigation header doesn't disappear.
","4890","test_smoke_navigation_header_persistent[chromium]","tests","Wed Oct 29 00:16:17 UTC 2025","passed","Wed Oct 29 00:16:22 UTC 2025","TestCrossModuleNavigationSmoke","test_cross_module_navigation","",""
"
Smoke test: Verify user dropdown is accessible.

Critical test to ensure users can access account options.
","229","test_smoke_user_dropdown_accessible[chromium]","tests","Wed Oct 29 00:16:31 UTC 2025","passed","Wed Oct 29 00:16:31 UTC 2025","TestNavigationHeaderSmoke","test_navigation_header","",""
